,Supermarket,Date,Username,Location,Tweet,Score-minus,Score-neutral,Score-plus
228,Tesco,2022-09-16 09:20:17+00:00,Tesco,United Kingdom,"@crispy_squirrel Hi There, Thanks for getting in touch, and I'm really sorry you have been unable to get on to our Real Food recipe page. I can advise that our support team are aware of this and have had this highlighted for this to be fixed ASAP. I hope this helps. Thanks - Scott",0.026,0.738,0.236
229,Tesco,2022-09-16 09:20:13+00:00,SpottedHQ,United Kingdom,"Woohoo 🥳 iPhone day! 

Tesco: https://t.co/SI5afCEuSF
Amazon: https://t.co/kd1A6mebRq
Sky Mobile: https://t.co/8cLrcPZ7Af
EE: https://t.co/RS9HrCXiwa
Vodafone: https://t.co/eArC3N3ypX
Three Mobile: https://t.co/X7vGUD2CzS

#iPhone14Pro #iPhone14ProMax #iPhone14Series #iPhone",0.0,0.782,0.218
230,Tesco,2022-09-16 09:20:06+00:00,footybhoy,Glasgow / Edinburgh ,"@sophielouisecc Do you really understand what you’ve just tweeted, Sophie? A Tesco worker is NOT under the same pressure as a NHS worker. I have several family members come home each day exhausted and you’re spouting this over the internet?",0.126,0.874,0.0
231,Tesco,2022-09-16 09:19:38+00:00,Tesco,United Kingdom,@hbroadhead94 Please bear with me while I query this - Ryan,0.0,0.777,0.223
232,Tesco,2022-09-16 09:19:15+00:00,UnderArmAussie,,"The #Royal food. With champagne from Tesco!

https://t.co/KF36O7fsbC",0.0,0.737,0.263
233,Tesco,2022-09-16 09:18:51+00:00,solihullbites,"Solihull, England",Meet me. Please. With your glasses on — Meet me at back of Tesco  https://t.co/MHDzQzyfrv,0.0,0.85,0.15
234,Tesco,2022-09-16 09:18:47+00:00,DeclanLyne,"Killarney/Cork, Irelan ","Any body else thank the person at the self help checkout in Tesco’s? I always do, Even though when I asked for a bag she just grunted and pointed to the end of the row and for me to get it myself #Tesco’s",0.0,0.88,0.12
235,Tesco,2022-09-16 09:18:03+00:00,audrocur,"Gaylord, MI",@EksieKitchin Much bigger than I remember tesco being. You can also buy coffins and tyres and 5 foot tall teddy bears here,0.0,1.0,0.0
236,Tesco,2022-09-16 09:17:37+00:00,biggestbux,,"the same customer who hangs out in the tesco bathrooms with old men, just told me that he got paid with a set of anal beads to orgasm into a microphone yesterday",0.0,1.0,0.0
237,Tesco,2022-09-16 09:16:41+00:00,HenryGale1121,,"@AnthonyStoker13 @MaizyDaizyZzzz @mat_rosey @latimeralder My Great Uncle visits his local Tesco everyday at 8am

He chats to the staff who all know his name. He's often not even buying anything. He just wants conversation

The effects of the last 3 years on our older generation is something I can't even comprehend without getting angry",0.0,0.88,0.12
238,Tesco,2022-09-16 09:16:22+00:00,EksieKitchin,Interior girl in an interior world,@audrocur Thank you for your faith. Is Costco like Tesco?,0.0,0.473,0.527
239,Tesco,2022-09-16 09:15:57+00:00,swan1one,,Are Tesco going to be selling stab-vests soon and if so will they be on club points,0.0,1.0,0.0
240,Tesco,2022-09-16 09:13:55+00:00,Tesco,United Kingdom,"@Lewisthedrummer Hi Lewis. I'm so sorry. Please DM me with the full name, email address, store bought, date/time bought, price paid, clear image of date code and full receipt. - Regards, Raza https://t.co/py5Z991Bme",0.048,0.807,0.144
241,Tesco,2022-09-16 09:12:46+00:00,Maryknowsbees,"Dublin City, Ireland",Well deserved...such a great organisation @FoodCloud ...great to see in my local Tesco express the food being boxed up to go to good use and not chucked in the bin... https://t.co/un60ax4nco,0.0,0.748,0.252
242,Tesco,2022-09-16 09:10:52+00:00,RMulherine,"England, United Kingdom",@MatthewStadlen Where? I didn't see any in Tesco earlier?,0.0,1.0,0.0
243,Tesco,2022-09-16 09:10:50+00:00,mskatestafford,"London, England","@ahanddavis When Diana died, a young chap on Tesco checkout could not believe I was going ahead with my 4 year old’s birthday celebrations on the day of the funeral. Pretty sure Diana would not have wanted to spoil a kid’s birthday, but I was still subjected to spotty youth’s disapproval!",0.087,0.838,0.075
244,Tesco,2022-09-16 09:10:47+00:00,triggathe24,Jagaville,Stop swearing on your nan. Someone Nan just collapsed in big Tesco,0.412,0.588,0.0
245,Tesco,2022-09-16 09:09:27+00:00,RebbelCrow,,"@ThisIsntNath @REALMizkif Tesco staff be like...""oh this guy again""",0.0,1.0,0.0
246,Tesco,2022-09-16 09:08:54+00:00,LFJIreland,Ireland,"The Petition has been signed by almost 237'000 people which demonstrates a groundswell of support:

https://t.co/C0shkl5Pfo

If more &amp; more people refuse to use self service checkouts it will put pressure on stores such as Tesco to bring back more manned tills.",0.103,0.837,0.059
247,Tesco,2022-09-16 09:08:32+00:00,Meatlegs1,Scotland,"@sainsburys You and Tesco do this ""Aldi price match"" thing and it just makes me think ""Why don't I just shop at Aldi?""",0.0,1.0,0.0
248,Tesco,2022-09-16 09:08:19+00:00,emma_ayton,croydon,Done my good deed for the day there was an old lady in Tesco who didn’t have a £1 so I got my purse out &amp;gave her a £1 she was so grateful &amp;said I had made her day then asked for my details to give me back the £1 I told her to keep it &amp;make sure she has a good day. bless her 😇,0.0,0.785,0.215
249,Tesco,2022-09-16 09:07:53+00:00,MrMJW86,"Manchester, England","@mouldyscone Yeah, that's annoying when it goes up like that. Have you tried the supermarket one's.. ASDA &amp; Tesco.",0.115,0.684,0.201
